region id,original country,city id,city,lat,lon,region,resources,neighbours,region link
747,Georgia,798,Sokhumi,43.003333,41.015278,Abkhazia,"Sand, Magnesium","West Georgia, North Caucasus, Black Sea Coast of Turkey, Taurida",https://www.erepublik.com/en/main/region/Abkhazia
748,Georgia,797,Kutaisi,42.25,42.7,West Georgia,"Fish, Fruits","Abkhazia, Inner Kartli, Lower Kartli, North Caucasus, Black Sea Coast of Turkey, Eastern Anatolia",https://www.erepublik.com/en/main/region/West-Georgia
749,Georgia,796,Akhaltsikhe,41.638889,42.986111,Lower Kartli,,"West Georgia, Inner Kartli, Kakheti, Eastern Anatolia, Northern Armenia",https://www.erepublik.com/en/main/region/Lower-Kartli
750,Georgia,795,Tbilisi,41.716667,44.783333,Inner Kartli,,"West Georgia, Lower Kartli, Kakheti, North Caucasus",https://www.erepublik.com/en/main/region/Inner-Kartli
751,Georgia,794,Telavi,41.916667,45.483333,Kakheti,,"Inner Kartli, Lower Kartli, North Caucasus",https://www.erepublik.com/en/main/region/Kakheti
752,Armenia,799,Gyumri,40.789444,43.8475,Northern Armenia,,"Eastern Anatolia, Lower Kartli, Central Armenia, Gegharkunik",https://www.erepublik.com/en/main/region/Northern-Armenia
753,Armenia,800,Yerevan,40.183333,44.516667,Central Armenia,"Fruits, Magnesium","Northern Armenia, Eastern Anatolia, Syunik, Gegharkunik",https://www.erepublik.com/en/main/region/Central-Armenia
754,Armenia,801,Kapan,39.201111,46.415,Syunik,"Fish, Iron, Titanium, Wolfram","Central Armenia, Northwestern Iran, Gegharkunik",https://www.erepublik.com/en/main/region/Syunik
755,Armenia,802,Gavar,40.358889,45.126667,Gegharkunik,Wood,"Northern Armenia, Central Armenia, Syunik",https://www.erepublik.com/en/main/region/Gegharkunik
756,Nigeria,803,Kano,12,8.516667,North West States,,"North East States, North Central States",https://www.erepublik.com/en/main/region/North-West-States
757,Nigeria,808,Maiduguri,11.833333,13.15,North East States,,"North West States, North Central States, South South States",https://www.erepublik.com/en/main/region/North-East-States
758,Nigeria,804,Abuja,9.066667,7.483333,North Central States,Iron,"North West States, North East States, South West States, South East States, South South States",https://www.erepublik.com/en/main/region/North-Central-States
759,Nigeria,805,Lagos,6.453056,3.395833,South West States,"Sand, Clay, Wood","North Central States, South South States, Northeast of Brazil, Charrua",https://www.erepublik.com/en/main/region/South-West-States
760,Nigeria,806,Port Harcourt,4.75,7,South South States,"Fish, Fruits, Cattle","North Central States, South West States, South East States, Northern Cape, Pampas, North East States",https://www.erepublik.com/en/main/region/South-South-States
761,Nigeria,807,Awka,6.206944,7.067778,South East States,,"North Central States, South South States",https://www.erepublik.com/en/main/region/South-East-States
762,Cuba,809,Havana,23.133333,-82.383333,Western Cuba,"Grain, Deer, Saltpeter","Las Villas, Florida, Southeast of Mexico",https://www.erepublik.com/en/main/region/Western-Cuba
763,Cuba,810,Santa Clara,22.406919,-79.964939,Las Villas,"Iron, Sand, Wood, Limestone","Western Cuba, Oriente, Southeast of Mexico, Florida",https://www.erepublik.com/en/main/region/Las-Villas
764,Cuba,811,Santiago de Cuba,20.019833,-75.813917,Oriente,"Oil, Clay","Las Villas, Azores, Central Western Venezuela, Canary Islands",https://www.erepublik.com/en/main/region/Oriente
